entity_type,entity_name,cited_doc_count,non_cited_doc_count,cited_coverage_rate,non_cited_coverage_rate,coverage_lift,cited_total_mentions,non_cited_total_mentions,avg_salience_cited,avg_salience_non_cited
PERSON,Consolidate,1,0,0.0526,0.0,0.526,1,0,0.001672,0.0
PERSON,Narvar,1,0,0.0526,0.0,0.526,1,0,0.000743,0.0
PERSON,Most Popular,1,0,0.0526,0.0,0.526,1,0,0.000153,0.0
PERSON,Manage Contracts,1,0,0.0526,0.0,0.526,1,0,0.00042,0.0
PERSON,Jason,1,0,0.0526,0.0,0.526,1,0,0.002163,0.0
PERSON,Veeqo is,1,0,0.0526,0.0,0.526,1,0,0.000131,0.0
PERSON,Snap Button,1,0,0.0526,0.0,0.526,1,0,0.001091,0.0
PERSON,Integration Needs,1,0,0.0526,0.0,0.526,1,0,0.000717,0.0
PERSON,Fulfillment transportation,1,0,0.0526,0.0,0.526,1,0,0.001491,0.0
PERSON,Amrita,1,0,0.0526,0.0,0.526,1,0,0.000175,0.0
PERSON,Whether,1,0,0.0526,0.0,0.526,1,0,0.000677,0.0
PERSON,Kleiner Perkins,1,0,0.0526,0.0,0.526,1,0,0.000308,0.0
PERSON,Running Jacket,1,0,0.0526,0.0,0.526,1,0,0.001419,0.0
PERSON,Evening Dresses,1,0,0.0526,0.0,0.526,1,0,0.001836,0.0
PERSON,Christopher,1,0,0.0526,0.0,0.526,1,0,0.000402,0.0
PERSON,Electric Cars,1,0,0.0526,0.0,0.526,1,0,0.00612,0.0
PERSON,Simplifying,1,0,0.0526,0.0,0.526,1,0,0.006108,0.0
PERSON,Multi Role,1,0,0.0526,0.0,0.526,1,0,0.000436,0.0
PERSON,Logistics,1,0,0.0526,0.0,0.526,1,0,0.007268,0.0
PERSON,Shopify Shipping,1,0,0.0526,0.0,0.526,1,0,0.035658,0.0
PERSON,Customer Communication,1,0,0.0526,0.0,0.526,1,0,0.003176,0.0
PERSON,Limited,1,0,0.0526,0.0,0.526,1,0,0.00028,0.0
PERSON,Tenfore Holdings,1,0,0.0526,0.0,0.526,1,0,0.00067,0.0
PERSON,Standardized,1,0,0.0526,0.0,0.526,1,0,9e-05,0.0
PERSON,Warehouses,1,0,0.0526,0.0,0.526,1,0,0.000253,0.0
PERSON,No Hassle,1,0,0.0526,0.0,0.526,1,0,3.4e-05,0.0
PERSON,"December 25, 2015",1,0,0.0526,0.0,0.526,1,0,0.001039,0.0
PERSON,Vendor Portals,1,0,0.0526,0.0,0.526,1,0,0.000632,0.0
PERSON,Shan,1,0,0.0526,0.0,0.526,1,0,0.000188,0.0
PERSON,69.99/month,1,0,0.0526,0.0,0.526,1,0,0.000511,0.0
PERSON,Reason Codes,1,0,0.0526,0.0,0.526,2,0,0.000666,0.0
PERSON,Check Status,1,0,0.0526,0.0,0.526,2,0,0.000557,0.0
PERSON,Validate,1,0,0.0526,0.0,0.526,1,0,6.9e-05,0.0
PERSON,Tf Card,1,0,0.0526,0.0,0.526,1,0,0.001006,0.0
PERSON,Venti,1,0,0.0526,0.0,0.526,1,0,0.000511,0.0
PERSON,TechCrunch,1,0,0.0526,0.0,0.526,1,0,0.002286,0.0
PERSON,Post Shipping,1,0,0.0526,0.0,0.526,1,0,0.001667,0.0
PERSON,Allyson,1,0,0.0526,0.0,0.526,1,0,0.000453,0.0
PERSON,Marketing Advertising,1,0,0.0526,0.0,0.526,1,0,0.004699,0.0
PERSON,Vr Devices,1,0,0.0526,0.0,0.526,1,0,0.000801,0.0
PERSON,Order Management,1,0,0.0526,0.0,0.526,1,0,0.000436,0.0
PERSON,Shipup,1,0,0.0526,0.0,0.526,1,0,0.0142,0.0
PERSON,Europe,1,0,0.0526,0.0,0.526,1,0,0.003741,0.0
PERSON,浙公網,1,0,0.0526,0.0,0.526,1,0,0.000165,0.0
PERSON,Reason,1,0,0.0526,0.0,0.526,1,0,0.000197,0.0
PERSON,Save,1,0,0.0526,0.0,0.526,1,0,0.018564,0.0
PERSON,Frequent,1,0,0.0526,0.0,0.526,1,0,0.0003,0.0
PERSON,Carrier Support,1,0,0.0526,0.0,0.526,1,0,0.000508,0.0
PERSON,Michael Torres,1,0,0.0526,0.0,0.526,1,0,0.000247,0.0
PERSON,NE YORK-,1,0,0.0526,0.0,0.526,1,0,0.148853,0.0
PERSON,Customer Credits,1,0,0.0526,0.0,0.526,1,0,0.000736,0.0
PERSON,Item State,1,0,0.0526,0.0,0.526,1,0,0.002778,0.0
PERSON,Wedding Dresses,1,0,0.0526,0.0,0.526,1,0,0.001716,0.0
PERSON,Depreciation,1,0,0.0526,0.0,0.526,1,0,0.000941,0.0
PERSON,Safety Stock,1,0,0.0526,0.0,0.526,1,0,0.000313,0.0
PERSON,Customer Service,1,0,0.0526,0.0,0.526,1,0,0.003106,0.0
PERSON,Return Rabbit,1,0,0.0526,0.0,0.526,1,0,0.012818,0.0
PERSON,Healthcare Facilities,1,0,0.0526,0.0,0.526,1,0,0.0006,0.0
PERSON,Voice Coil,1,0,0.0526,0.0,0.526,1,0,0.000805,0.0
PERSON,From €,1,0,0.0526,0.0,0.526,1,0,0.000868,0.0
PERSON,Also Read,1,0,0.0526,0.0,0.526,2,0,0.002589,0.0
PERSON,Criteria,1,0,0.0526,0.0,0.526,1,0,0.000108,0.0
PERSON,Good Company,1,0,0.0526,0.0,0.526,1,0,0.053536,0.0
PERSON,Typical Competitors,1,0,0.0526,0.0,0.526,1,0,0.002377,0.0
PERSON,App Program,1,0,0.0526,0.0,0.526,1,0,0.002373,0.0
PERSON,Original Wholesale,1,0,0.0526,0.0,0.526,1,0,0.000153,0.0
PERSON,Football Sets,1,0,0.0526,0.0,0.526,1,0,0.001777,0.0
PERSON,Tactical Clothes,1,0,0.0526,0.0,0.526,1,0,0.001043,0.0
PERSON,Effective,1,0,0.0526,0.0,0.526,1,0,0.002146,0.0
PERSON,Implement,1,0,0.0526,0.0,0.526,1,0,0.001935,0.0
PERSON,Multi Location,1,0,0.0526,0.0,0.526,1,0,0.000655,0.0
PERSON,Sound Cards,1,0,0.0526,0.0,0.526,1,0,0.000986,0.0
PERSON,Chris,1,0,0.0526,0.0,0.526,2,0,0.000567,0.0
PERSON,Scientific,1,0,0.0526,0.0,0.526,1,0,0.000242,0.0
PERSON,Brian,1,0,0.0526,0.0,0.526,1,0,0.00027,0.0
PERSON,Nearly,1,0,0.0526,0.0,0.526,1,0,0.003683,0.0
PERSON,Catherine,1,0,0.0526,0.0,0.526,1,0,0.000322,0.0
PERSON,Electric Scooters,1,0,0.0526,0.0,0.526,1,0,0.006029,0.0
PERSON,Return Bars,1,0,0.0526,0.0,0.526,1,0,0.003061,0.0
PERSON,Shieber,1,0,0.0526,0.0,0.526,1,0,0.00018,0.0
PERSON,Key Capabilities,1,0,0.0526,0.0,0.526,1,0,0.000392,0.0
PERSON,Biotechnology Pharmaceuticals,1,0,0.0526,0.0,0.526,1,0,0.001812,0.0
PERSON,Ear Cover,1,0,0.0526,0.0,0.526,1,0,0.001048,0.0
PERSON,Track Packages,1,0,0.0526,0.0,0.526,1,0,0.00146,0.0
PERSON,Shippo,4,19,0.2105,0.4043,0.5207,9,46,0.02749,0.024772
PERSON,Advanced,1,5,0.0526,0.1064,0.4944,2,5,0.001267,0.000848
PERSON,Easyship,1,5,0.0526,0.1064,0.4944,1,7,0.000488,0.002044
PERSON,Post Tracking,0,1,0.0,0.0213,0.0,0,1,0.0,0.00407
PERSON,Read More,0,1,0.0,0.0213,0.0,0,2,0.0,0.013542
PERSON,ShippingEasy,0,1,0.0,0.0213,0.0,0,1,0.0,0.020594
PERSON,Connects,0,1,0.0,0.0213,0.0,0,2,0.0,0.002411
PERSON,International Shipping,0,1,0.0,0.0213,0.0,0,1,0.0,0.003915
PERSON,Shipping Platforms,0,1,0.0,0.0213,0.0,0,1,0.0,0.003807
PERSON,Premier,0,1,0.0,0.0213,0.0,0,1,0.0,0.000356
PERSON,Etsy Integration,0,1,0.0,0.0213,0.0,0,1,0.0,0.001409
PERSON,Stock Sync,0,1,0.0,0.0213,0.0,0,1,0.0,0.002761
PERSON,Omnichannel Inbox,0,1,0.0,0.0213,0.0,0,1,0.0,0.007833
PERSON,Researched by,0,1,0.0,0.0213,0.0,0,1,0.0,0.000364
PERSON,Complete Guide,0,1,0.0,0.0213,0.0,0,1,0.0,0.029948
PERSON,Manage,0,1,0.0,0.0213,0.0,0,2,0.0,0.003946
PERSON,Marketplaces,0,2,0.0,0.0426,0.0,0,3,0.0,0.044857
PERSON,Intuitive Shipping,0,1,0.0,0.0213,0.0,0,3,0.0,0.002574
PERSON,Large Shop,0,1,0.0,0.0213,0.0,0,1,0.0,0.00034
PERSON,Accelerator,0,1,0.0,0.0213,0.0,0,1,0.0,7.1e-05
PERSON,Accept All,0,2,0.0,0.0426,0.0,0,2,0.0,0.006712
PERSON,Another,0,1,0.0,0.0213,0.0,0,1,0.0,0.001165
PERSON,Startups,0,2,0.0,0.0426,0.0,0,2,0.0,0.002792
PERSON,Ecommerce,0,1,0.0,0.0213,0.0,0,1,0.0,0.017811
PERSON,Nitin Rachabathuni,0,1,0.0,0.0213,0.0,0,1,0.0,0.000861
PERSON,Amitav Bhattacharjee,0,1,0.0,0.0213,0.0,0,1,0.0,0.000318
PERSON,Connectivity,0,1,0.0,0.0213,0.0,0,1,0.0,0.000207
PERSON,Shipping automation,0,1,0.0,0.0213,0.0,0,1,0.0,0.021984
PERSON,Conquer,0,1,0.0,0.0213,0.0,0,1,0.0,0.000167
PERSON,Suitable,0,1,0.0,0.0213,0.0,0,1,0.0,0.000344
PERSON,Automatically,0,1,0.0,0.0213,0.0,0,2,0.0,0.008636
PERSON,Market availability,0,1,0.0,0.0213,0.0,0,1,0.0,0.001005
PERSON,Functional,0,2,0.0,0.0426,0.0,0,2,0.0,0.001402
PERSON,Updated,0,1,0.0,0.0213,0.0,0,2,0.0,0.001995
PERSON,Inventory,0,1,0.0,0.0213,0.0,0,1,0.0,0.013945
PERSON,Ecommerce Growth,0,1,0.0,0.0213,0.0,0,2,0.0,0.003534
PERSON,Just checking,0,1,0.0,0.0213,0.0,0,1,0.0,0.000563
PERSON,Amazon's FBA,0,1,0.0,0.0213,0.0,0,1,0.0,0.0008
PERSON,Market-leading,0,1,0.0,0.0213,0.0,0,1,0.0,0.000292
PERSON,Unlmtd Rates,0,1,0.0,0.0213,0.0,0,2,0.0,0.000358
PERSON,Ordoro,0,3,0.0,0.0638,0.0,0,8,0.0,0.003086
PERSON,Instant Exchanges,0,2,0.0,0.0426,0.0,0,2,0.0,0.004954
PERSON,Simplified Shipping,0,2,0.0,0.0426,0.0,0,2,0.0,0.003868
PERSON,And,0,1,0.0,0.0213,0.0,0,2,0.0,0.029571
PERSON,Bonus,0,1,0.0,0.0213,0.0,0,1,0.0,0.000976
PERSON,Single-carrier,0,1,0.0,0.0213,0.0,0,1,0.0,0.000224
PERSON,Carrier Rates,0,1,0.0,0.0213,0.0,0,1,0.0,0.001713
PERSON,Orderback.io,0,1,0.0,0.0213,0.0,0,1,0.0,0.026249
PERSON,Peoplevox,0,1,0.0,0.0213,0.0,0,1,0.0,0.001113
PERSON,Standard,0,2,0.0,0.0426,0.0,0,3,0.0,0.000697
PERSON,design,0,1,0.0,0.0213,0.0,0,1,0.0,0.000405
PERSON,Digital Strategy,0,1,0.0,0.0213,0.0,0,3,0.0,0.000889
PERSON,Instantaneous,0,1,0.0,0.0213,0.0,0,1,0.0,9.9e-05
PERSON,First,0,1,0.0,0.0213,0.0,0,1,0.0,0.00049
PERSON,ytidb,0,2,0.0,0.0426,0.0,0,2,0.0,0.000521
PERSON,Product Types,0,1,0.0,0.0213,0.0,0,1,0.0,0.000316
PERSON,Carrier,0,1,0.0,0.0213,0.0,0,1,0.0,0.002399
PERSON,Bonus Credit,0,1,0.0,0.0213,0.0,0,1,0.0,0.000412
PERSON,Carrier Selection,0,1,0.0,0.0213,0.0,0,1,0.0,0.000183
PERSON,Top 5,0,2,0.0,0.0426,0.0,0,6,0.0,0.04338
PERSON,Overall Score,0,1,0.0,0.0213,0.0,0,4,0.0,0.003472
PERSON,"2,000 shipments",0,1,0.0,0.0213,0.0,0,1,0.0,0.001279
PERSON,Users Like,0,1,0.0,0.0213,0.0,0,6,0.0,0.004331
PERSON,Priority Mail,0,1,0.0,0.0213,0.0,0,1,0.0,0.002249
PERSON,With,0,3,0.0,0.0638,0.0,0,3,0.0,0.009319
PERSON,Collaborative,0,1,0.0,0.0213,0.0,0,1,0.0,0.000143
PERSON,Inventory Source,0,1,0.0,0.0213,0.0,0,1,0.0,0.003331
PERSON,Wonderment,0,1,0.0,0.0213,0.0,0,1,0.0,0.000512
PERSON,Infrastructure,0,1,0.0,0.0213,0.0,0,2,0.0,0.000441
PERSON,Multichannel,0,1,0.0,0.0213,0.0,0,1,0.0,0.003663
PERSON,Benefits,0,2,0.0,0.0426,0.0,0,2,0.0,0.001478
PERSON,Benjamin Gordon,0,1,0.0,0.0213,0.0,0,2,0.0,0.000944
PERSON,Sponsored,0,1,0.0,0.0213,0.0,0,1,0.0,0.000296
PERSON,Plan Type,0,1,0.0,0.0213,0.0,0,1,0.0,0.000317
PERSON,100 labels,0,1,0.0,0.0213,0.0,0,1,0.0,0.00034
PERSON,Filter,0,1,0.0,0.0213,0.0,0,1,0.0,0.000123
PERSON,professional,0,1,0.0,0.0213,0.0,0,1,0.0,0.001717
PERSON,Hannah Bernstein,0,1,0.0,0.0213,0.0,0,38,0.0,0.003464
PERSON,Store Credits,0,1,0.0,0.0213,0.0,0,1,0.0,0.000727
PERSON,Shipment caps,0,1,0.0,0.0213,0.0,0,1,0.0,0.000564
PERSON,Chris Cage,0,1,0.0,0.0213,0.0,0,1,0.0,0.002436
PERSON,Bolt Fulfillment,0,1,0.0,0.0213,0.0,0,1,0.0,0.006299
PERSON,Incorporate,0,1,0.0,0.0213,0.0,0,1,0.0,0.000722
PERSON,Continuously,0,1,0.0,0.0213,0.0,0,1,0.0,0.00205
PERSON,Availability,0,1,0.0,0.0213,0.0,0,1,0.0,8.2e-05
PERSON,Product Tags,0,1,0.0,0.0213,0.0,0,1,0.0,0.00086
PERSON,Inventory Sync,0,2,0.0,0.0426,0.0,0,2,0.0,0.001093
PERSON,Inventory Management,0,2,0.0,0.0426,0.0,0,3,0.0,0.017507
PERSON,Bronze Plan,0,1,0.0,0.0213,0.0,0,1,0.0,0.000674
PERSON,Shippo Features,0,1,0.0,0.0213,0.0,0,1,0.0,0.002859
PERSON,Daniel Sfita,0,1,0.0,0.0213,0.0,0,1,0.0,0.00283
PERSON,Hardware Compatibility,0,1,0.0,0.0213,0.0,0,1,0.0,0.000675
PERSON,Trial Info,0,2,0.0,0.0426,0.0,0,2,0.0,0.00347
PERSON,Sashank Ravindranath,0,1,0.0,0.0213,0.0,0,2,0.0,0.003937
PERSON,Vamaship,0,1,0.0,0.0213,0.0,0,1,0.0,0.000109
PERSON,International Reach,0,1,0.0,0.0213,0.0,0,1,0.0,0.000104
PERSON,Multicarrier,0,2,0.0,0.0426,0.0,0,2,0.0,0.002795
PERSON,Periodically,0,1,0.0,0.0213,0.0,0,1,0.0,0.000557
PERSON,LLMs,0,1,0.0,0.0213,0.0,0,1,0.0,0.000188
PERSON,Optimizing,0,1,0.0,0.0213,0.0,0,1,0.0,0.015311
PERSON,Methodology:,0,1,0.0,0.0213,0.0,0,1,0.0,5e-05
PERSON,demonstrating,0,2,0.0,0.0426,0.0,0,2,0.0,0.000784
PERSON,incentivizing,0,1,0.0,0.0213,0.0,0,1,0.0,9.5e-05
PERSON,Designed,0,1,0.0,0.0213,0.0,0,1,0.0,0.003909
PERSON,Fulfil,0,1,0.0,0.0213,0.0,0,1,0.0,0.019703
PERSON,Comprehensive,0,2,0.0,0.0426,0.0,0,2,0.0,0.001925
PERSON,Business,0,2,0.0,0.0426,0.0,0,2,0.0,0.000463
PERSON,Schedule,0,1,0.0,0.0213,0.0,0,1,0.0,0.001067
PERSON,Shippingeasy,0,1,0.0,0.0213,0.0,0,4,0.0,0.000998
PERSON,Reporting,0,1,0.0,0.0213,0.0,0,1,0.0,0.000175
PERSON,149/month,0,1,0.0,0.0213,0.0,0,1,0.0,0.000168
PERSON,Buyers Remorse,0,1,0.0,0.0213,0.0,0,1,0.0,0.003306
PERSON,Fulfillment,0,1,0.0,0.0213,0.0,0,1,0.0,0.001759
PERSON,Over,0,1,0.0,0.0213,0.0,0,1,0.0,0.000247
PERSON,Unlimited Rates,0,1,0.0,0.0213,0.0,0,2,0.0,0.00028
PERSON,Shipping Software,0,1,0.0,0.0213,0.0,0,1,0.0,0.007823
PERSON,Duties Instantly,0,1,0.0,0.0213,0.0,0,1,0.0,0.000823
PERSON,Unsatisfied,0,1,0.0,0.0213,0.0,0,1,0.0,0.002303
PERSON,"6,000 orders",0,1,0.0,0.0213,0.0,0,1,0.0,0.000247
PERSON,Customization Options,0,1,0.0,0.0213,0.0,0,1,0.0,0.000561
PERSON,Facilitates,0,1,0.0,0.0213,0.0,0,1,0.0,0.000556
PERSON,Finale Inventory,0,1,0.0,0.0213,0.0,0,1,0.0,0.013945
PERSON,September 12,0,1,0.0,0.0213,0.0,0,1,0.0,0.000924
PERSON,Central time,0,1,0.0,0.0213,0.0,0,1,0.0,0.001501
PERSON,Best For,0,1,0.0,0.0213,0.0,0,1,0.0,0.001097
PERSON,March 16,0,1,0.0,0.0213,0.0,0,7,0.0,0.000679
PERSON,March 26,0,1,0.0,0.0213,0.0,0,1,0.0,0.002988
PERSON,Scale,0,2,0.0,0.0426,0.0,0,2,0.0,0.000895
PERSON,Free Plan,0,1,0.0,0.0213,0.0,0,1,0.0,0.003403
PERSON,syncX,0,1,0.0,0.0213,0.0,0,1,0.0,0.002761
PERSON,220/month,0,1,0.0,0.0213,0.0,0,1,0.0,0.000134
PERSON,Operational,0,1,0.0,0.0213,0.0,0,2,0.0,0.001264
PERSON,Oracle Netsuite,0,1,0.0,0.0213,0.0,0,1,0.0,0.000205
PERSON,Zoho Books,0,1,0.0,0.0213,0.0,0,1,0.0,0.000187
PERSON,Hasan Nabulsi,0,1,0.0,0.0213,0.0,0,1,0.0,0.004359
PERSON,with 50,0,1,0.0,0.0213,0.0,0,1,0.0,7.5e-05
PERSON,Efficient,0,1,0.0,0.0213,0.0,0,1,0.0,0.000141
PERSON,Per-shipment,0,1,0.0,0.0213,0.0,0,1,0.0,0.000246
PERSON,Parcelify,0,1,0.0,0.0213,0.0,0,1,0.0,0.000861
PERSON,marketing@delight,0,1,0.0,0.0213,0.0,0,1,0.0,0.000458
PERSON,Product Name,0,1,0.0,0.0213,0.0,0,1,0.0,0.00055
PERSON,Angry Customers,0,1,0.0,0.0213,0.0,0,2,0.0,0.004916
PERSON,Ted Baker,0,1,0.0,0.0213,0.0,0,1,0.0,0.001803
PERSON,Green Tick,0,1,0.0,0.0213,0.0,0,1,0.0,0.004697
PERSON,Functionality,0,1,0.0,0.0213,0.0,0,1,0.0,0.002463
PERSON,Customer support,0,2,0.0,0.0426,0.0,0,2,0.0,0.001752
PERSON,End-to-End Automation,0,1,0.0,0.0213,0.0,0,1,0.0,7.4e-05
PERSON,Route,0,1,0.0,0.0213,0.0,0,1,0.0,0.000717
PERSON,Ecommerce Consultant,0,1,0.0,0.0213,0.0,0,1,0.0,0.023048
PERSON,Allowing,0,1,0.0,0.0213,0.0,0,1,0.0,0.002764
PERSON,Couriers,0,1,0.0,0.0213,0.0,0,1,0.0,0.000127
PERSON,Bronze at,0,1,0.0,0.0213,0.0,0,1,0.0,6.4e-05
PERSON,December 28,0,1,0.0,0.0213,0.0,0,1,0.0,0.000451
PERSON,Returns Management,0,4,0.0,0.0851,0.0,0,4,0.0,0.056226
PERSON,Deliveries:,0,1,0.0,0.0213,0.0,0,1,0.0,0.000313
PERSON,Price,0,1,0.0,0.0213,0.0,0,2,0.0,0.007821
PERSON,Traditional,0,1,0.0,0.0213,0.0,0,2,0.0,0.000769
PERSON,Order Tracking,0,1,0.0,0.0213,0.0,0,1,0.0,0.004367
PERSON,Returnly,0,1,0.0,0.0213,0.0,0,1,0.0,0.022318
PERSON,Description,0,2,0.0,0.0426,0.0,0,10,0.0,0.001097
PERSON,Annual Subscription,0,1,0.0,0.0213,0.0,0,1,0.0,0.000121
PERSON,Peripheral Hardware,0,1,0.0,0.0213,0.0,0,6,0.0,0.001368
PERSON,A whopping,0,1,0.0,0.0213,0.0,0,1,0.0,0.009362
PERSON,Comparatively,0,1,0.0,0.0213,0.0,0,1,0.0,0.000734
PERSON,Customer Experience,0,1,0.0,0.0213,0.0,0,1,0.0,0.002541
PERSON,Case Studies,0,1,0.0,0.0213,0.0,0,3,0.0,0.000282
PERSON,Customer Support,0,1,0.0,0.0213,0.0,0,1,0.0,0.00451
PERSON,Full Comparison,0,1,0.0,0.0213,0.0,0,2,0.0,0.005365
PERSON,Connected Shipping,0,1,0.0,0.0213,0.0,0,1,0.0,0.003072
PERSON,Return Label,0,1,0.0,0.0213,0.0,0,1,0.0,0.002839
PERSON,Scalability,0,1,0.0,0.0213,0.0,0,1,0.0,0.000238
PERSON,Postscript,0,1,0.0,0.0213,0.0,0,1,0.0,0.000862
PERSON,Banyan Included,0,1,0.0,0.0213,0.0,0,1,0.0,0.000353
PERSON,Guaranteed,0,1,0.0,0.0213,0.0,0,1,0.0,0.000896
PERSON,Premium,0,2,0.0,0.0426,0.0,0,3,0.0,0.000664
PERSON,GlobalShipped,0,1,0.0,0.0213,0.0,0,1,0.0,0.000656
PERSON,Billbee,0,2,0.0,0.0426,0.0,0,2,0.0,0.000467
PERSON,"WooCommerce, etc.",0,1,0.0,0.0213,0.0,0,1,0.0,0.002613
PERSON,Time-sensitive,0,1,0.0,0.0213,0.0,0,1,0.0,0.002003
PERSON,Offline-capable,0,1,0.0,0.0213,0.0,0,1,0.0,0.000196
